LON      	LAT     	DEPTH	MAG 	MAGxMAG	EVENTID	AUTHOR   	DATE      	TIME       	DEPFIX	DEPQUAL	AUTHOR   	TYPE  						
-77.56	-0.088	15	4.7	22.09	615830076	ISC-EHB  	7/03/1987	22:58:17	TRUE  	L3     	ISC      	mb    						
-78.687	-0.513	15	4.7	22.09	615830086	ISC-EHB  	9/03/1987	25:31.7	TRUE  	L3     	ISC      	mb    						
-77.898	-0.114	15	4.7	22.09	615830094	ISC-EHB  	10/03/1987	35:31.8	TRUE  	L3     	ISC      	mb    						
-77.765	-0.291	15	4.6	21.16	615830102	ISC-EHB  	10/03/1987	59:26.0	TRUE  	L3     	ISC      	mb    						
-72.086	-18.457	19.3	5.5	30.25	615830095	ISC-EHB  	10/03/1987	18:08.4	      	L1     	ISC      	mb    	ISC      	MS    	3.9			
-72.066	-18.455	20	5.7	32.49	615830092	ISC-EHB  	10/03/1987	22:34.5	TRUE  	L1     	ISC      	mb    	ISC      	MS    	5.6			
-72.139	-18.488	15.9	5	25	615830123	ISC-EHB  	12/03/1987	07:18.1	      	L1     	ISC      	mb    						
-81.515	-3.906	37	5.1	26.01	615830125	ISC-EHB  	12/03/1987	02:30.4	      	L2     	ISC      	mb    	ISC      	MS    	4.1			
-74.24	-15.634	63.4	5.1	26.01	615830138	ISC-EHB  	13/03/1987	28:14.9	      	L1     	ISC      	mb    						
-75.393	-14.705	56.1	5	25	615830286	ISC-EHB  	4/04/1987	12:18.7	      	L1     	ISC      	mb    						
-70.773	-14.506	186.5	5.1	26.01	615830282	ISC-EHB  	4/04/1987	17:04.6	      	L1     	ISC      	mb    						
-75.72	-8.566	40.7	5	25	615830393	ISC-EHB  	23/04/1987	56:23.5	      	L1     	ISC      	mb    						
-74.375	-8.639	136.6	4.4	19.36	615830396	ISC-EHB  	23/04/1987	16:56.1	      	L2     	ISC      	mb    						
-71.184	-8.065	650	3.9	15.21	615830391	ISC-EHB  	23/04/1987	30:40.5	TRUE  	L3     	ISC      	mb    						
-78.66	-10.238	62.7	4.7	22.09	615830404	ISC-EHB  	25/04/1987	02:02.4	      	L1     	ISC      	mb    						
-76.639	-10.985	103.1	4.7	22.09	615830478	ISC-EHB  	6/05/1987	38:02.2	      	L2     	ISC      	mb    						
-81.387	-5.731	27.4	5.7	32.49	615830538	ISC-EHB  	14/05/1987	04:27.4	      	L1     	ISC      	mb    	ISC      	MS    	5.7			
-77.478	-1.926	160.9	4.9	24.01	615830581	ISC-EHB  	20/05/1987	41:23.8	      	L1     	ISC      	mb    						
-76.702	-2.744	131.6	4.7	22.09	615830691	ISC-EHB  	11/06/1987	52:22.4	      	L2     	ISC      	mb    						
-76.73	-12.491	44.6	5.4	29.16	615830718	ISC-EHB  	15/06/1987	23:10.5	      	L1     	ISC      	mb    	ISC      	MS    	4.5			
-69.462	-18.012	141.2	4.8	23.04	615830746	ISC-EHB  	19/06/1987	00:22.7	      	L1     	ISC      	mb    						
-75.956	-14.087	60.6	5.9	34.81	615830799	ISC-EHB  	27/06/1987	09:07.2	      	L1     	ISC      	mb    						
-70.005	-15.265	235	5.2	27.04	615830902	ISC-EHB  	13/07/1987	14:58.5	      	L1     	ISC      	mb    						
-74.075	-15.525	78.3	5.2	27.04	615830926	ISC-EHB  	17/07/1987	02:14.0	      	L1     	ISC      	mb    						
-70.34	-17.283	104.4	5.2	27.04	615830937	ISC-EHB  	19/07/1987	00:24.5	      	L1     	ISC      	mb    						
-80.396	-1.155	15	4.8	23.04	615830996	ISC-EHB  	31/07/1987	05:45.7	TRUE  	L3     	ISC      	mb    						
-79.303	-9.196	35	5.2	27.04	615831064	ISC-EHB  	10/08/1987	28:18.4	TRUE  	L3     	ISC      	mb    						
-70.962	-17.939	46.3	6.1	37.21	615831086	ISC-EHB  	13/08/1987	23:09.3	      	L1     	ISC      	mb    	ISC      	MS    	6.4			
-78.225	-1.255	15	4.8	23.04	615831101	ISC-EHB  	15/08/1987	46:34.4	TRUE  	L3     	ISC      	mb    						
-80.854	-9.232	15	4.9	24.01	615831205	ISC-EHB  	3/09/1987	15:49.3	TRUE  	L3     	ISC      	mb    						
-75.624	-15.001	41.1	5.1	26.01	615831289	ISC-EHB  	19/09/1987	21:44.0	      	L2     	ISC      	mb    	ISC      	MS    	5.2			
-79.064	-9.244	69	5.6	31.36	615831294	ISC-EHB  	19/09/1987	18:27.1	      	L1     	ISC      	mb    						
-78.981	-9.212	60	4.9	24.01	615831299	ISC-EHB  	20/09/1987	57:12.6	      	L1     	ISC      	mb    						
-78.045	-1.018	15	6	36	615831305	ISC-EHB  	22/09/1987	43:39.7	TRUE  	L1     	ISC      	mb    	ISC      	MS    	6.2			
-78.122	-1.104	20.2	5.8	33.64	615831309	ISC-EHB  	22/09/1987	16:21:38	      	L1     	ISC      	mb    	ISC      	MS    	5.6			
-81.169	-6.674	23.1	5.1	26.01	615831328	ISC-EHB  	27/09/1987	06:52.8	      	L2     	ISC      	mb    	ISC      	MS    	4.7			
-78.007	-8.179	10	5.2	27.04	615831359	ISC-EHB  	2/10/1987	14:45.6	TRUE  	L3     	ISC      	mb    						
-77.987	-8.162	30.1	5.3	28.09	615831360	ISC-EHB  	2/10/1987	27:58.8	      	L1     	ISC      	mb    	ISC      	MS    	5.1			
-69.302	-18.158	117	5.8	33.64	615831363	ISC-EHB  	3/10/1987	35:07.5	      	L1     	ISC      	mb    						
-80.578	-6.977	28.1	5.4	29.16	615831535	ISC-EHB  	31/10/1987	52:31.6	      	L2     	ISC      	mb    	ISC      	MS    	5.3			
-75.713	-9.401	16.8	5.4	29.16	615831601	ISC-EHB  	15/11/1987	00:48.9	      	L1     	ISC      	mb    	ISC      	MS    	4.4			
-69.377	-17.651	147.3	4.7	22.09	615831676	ISC-EHB  	27/11/1987	33:10.9	      	L1     	ISC      	mb    						
-77.782	-1.397	177.6	5.4	29.16	615831782	ISC-EHB  	18/12/1987	01:24.4	      	L1     	ISC      	mb    						
-76.949	-2.643	124.2	4.6	21.16	615831798	ISC-EHB  	21/12/1987	56:45.8	      	L1     	ISC      	mb    						
-72.884	-16.583	35	4.8	23.04	615831833	ISC-EHB  	27/12/1987	37:55.0	TRUE  	L3     	ISC      	mb    						
-76.557	-2.428	137	4.8	23.04	615831953	ISC-EHB  	18/01/1988	48:12.7	      	L1     	ISC      	mb    						
-70.485	-15.263	193	4.9	24.01	615831973	ISC-EHB  	22/01/1988	28:02.8	      	L1     	ISC      	mb    						
-78.251	-10.73	53.5	5.6	31.36	615831987	ISC-EHB  	25/01/1988	15:55.1	      	L1     	ISC      	mb    	ISC      	MS    	5			
-76.281	-13.368	68.6	5	25	615832117	ISC-EHB  	15/02/1988	44:21.5	      	L2     	ISC      	mb    						
-69.648	-18.032	120.5	5.3	28.09	615832189	ISC-EHB  	26/02/1988	31:20.9	      	L1     	ISC      	mb    						
-74.081	-11.689	36.6	5	25	615832242	ISC-EHB  	7/03/1988	20:05.1	      	L2     	ISC      	mb    						
-74.142	-17.29	32.3	6	36	615832259	ISC-EHB  	9/03/1988	33:55.2	TRUE  	L1     	ISC      	mb    	ISC      	MS    	5.8			
-69.517	-18.273	103.5	5.4	29.16	615832260	ISC-EHB  	9/03/1988	41:10.5	      	L1     	ISC      	mb    						
-73.486	-14.508	92.8	5.1	26.01	615832299	ISC-EHB  	14/03/1988	32:47.9	      	L2     	ISC      	mb    						
-74.759	-7.382	145	5.4	29.16	615832301	ISC-EHB  	14/03/1988	29:51.1	TRUE  	L1     	ISC      	mb    						
-76.692	-5.948	20	4.9	24.01	615832321	ISC-EHB  	17/03/1988	02:42.8	TRUE  	L3     	ISC      	mb    						
-81	-5.814	23.5	5.1	26.01	615832411	ISC-EHB  	2/04/1988	45:04.1	      	L2     	ISC      	mb    						
-74.655	-11.093	18.6	5	25	615832435	ISC-EHB  	7/04/1988	26:33.5	      	L2     	ISC      	mb    						
-77.594	-2.74	25	5.7	32.49	615832462	ISC-EHB  	12/04/1988	26:21.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.3			
-72.501	-17.411	27.9	5.4	29.16	615832468	ISC-EHB  	12/04/1988	55:24.0	      	L2     	ISC      	mb    						
-72.263	-17.24	31.5	6.1	37.21	615832467	ISC-EHB  	12/04/1988	19:56.4	      	L1     	ISC      	mb    	ISC      	MS    	7.6			
-72.543	-17.565	15	5.2	27.04	615832473	ISC-EHB  	13/04/1988	22:29.6	TRUE  	L2     	ISC      	mb    						
-72.533	-17.34	15.1	5.8	33.64	615832471	ISC-EHB  	13/04/1988	39:31.8	      	L1     	ISC      	mb    	ISC      	MS    	6.2			
-72.588	-17.536	25	4.9	24.01	615832476	ISC-EHB  	13/04/1988	07:29.5	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.4			
-72.481	-17.462	33	5.2	27.04	615832470	ISC-EHB  	13/04/1988	37:23.0	TRUE  	L3     	ISC      	mb    						
-72.449	-17.448	33	4.9	24.01	615832472	ISC-EHB  	13/04/1988	16:03.0	TRUE  	L3     	ISC      	mb    						
-75.813	-3.205	145	4.8	23.04	615832479	ISC-EHB  	13/04/1988	06:25.5	      	L2     	ISC      	mb    						
-72.377	-17.221	30.8	5	25	615832483	ISC-EHB  	14/04/1988	03:07.7	      	L1     	ISC      	mb    						
-77.714	-3.89	107.6	4.9	24.01	615832484	ISC-EHB  	14/04/1988	43:42.2	      	L2     	ISC      	mb    						
-72.376	-17.391	40	5.4	29.16	615832494	ISC-EHB  	17/04/1988	50:40.0	      	L1     	ISC      	mb    	ISC      	MS    	5.4			
-76.183	-13.398	52.2	5.9	34.81	615832602	ISC-EHB  	6/05/1988	34:07.0	      	L1     	ISC      	mb    	ISC      	MS    	5.1			
-69.547	-17.704	121.6	5.6	31.36	615832684	ISC-EHB  	20/05/1988	19:54.1	      	L1     	ISC      	mb    						
-69.402	-17.376	165	5.3	28.09	615832699	ISC-EHB  	22/05/1988	47:26.3	      	L1     	ISC      	mb    						
-77.722	-0.149	15	4.8	23.04	615832810	ISC-EHB  	16/06/1988	33:02.7	TRUE  	L3     	ISC      	mb    						
-71.777	-17.726	21.2	5.8	33.64	615832902	ISC-EHB  	4/07/1988	54:15.5	      	L1     	ISC      	mb    	ISC      	MS    	5.5			
-72.962	-16.534	55.3	5.1	26.01	615832923	ISC-EHB  	7/07/1988	45:22.7	      	L1     	ISC      	mb    						
-80.894	-6.003	44.3	5.3	28.09	615833073	ISC-EHB  	29/07/1988	11:01.1	      	L2     	ISC      	mb    						
-80.934	-5.784	35	4.7	22.09	615833099	ISC-EHB  	2/08/1988	54:43.4	TRUE  	L3     	ISC      	mb    						
-75.828	-7.385	119.7	4.8	23.04	615833106	ISC-EHB  	3/08/1988	18:47.0	TRUE  	L3     	ISC      	mb    						
-79.668	-2.529	53.7	5	25	615833234	ISC-EHB  	20/08/1988	06:33.8	      	L2     	ISC      	mb    						
-79.941	-5.986	67.3	4.9	24.01	615833288	ISC-EHB  	29/08/1988	33:24.1	      	L1     	ISC      	mb    						
-69.348	-16.758	186.7	4.8	23.04	615833295	ISC-EHB  	1/09/1988	36:13.5	      	L1     	ISC      	mb    						
-81.491	-7.152	17.6	5.7	32.49	615833345	ISC-EHB  	9/09/1988	07:46.6	      	L1     	ISC      	mb    	ISC      	MS    	4.8			
-77.84	-1.452	173.6	5.8	33.64	615833372	ISC-EHB  	15/09/1988	48:02.6	      	L1     	ISC      	mb    						
-77.925	-1.495	175.4	4.8	23.04	615833405	ISC-EHB  	21/09/1988	57:47.3	      	L2     	ISC      	mb    						
-73.103	-17.776	25	4.9	24.01	615833776	ISC-EHB  	6/12/1988	18:32.4	TRUE  	L1     	ISC      	mb    	ISC      	MS    	4.4			
-77.698	-2.734	25	5.2	27.04	615833804	ISC-EHB  	11/12/1988	49:30.9	TRUE  	L3     	ISC      	mb    						
-77.548	-11.799	46.3	5.1	26.01	615833928	ISC-EHB  	1/01/1989	16:18.1	      	L1     	ISC      	mb    						
-74.55	-7.005	147	5.4	29.16	615834011	ISC-EHB  	18/01/1989	32:12.8	      	L1     	ISC      	mb    						
-67.163	-18.825	233.3	4.6	21.16	615834018	ISC-EHB  	19/01/1989	35:42.2	      	L2     	ISC      	mb    						
-74.921	-10.383	126.9	5	25	615834019	ISC-EHB  	20/01/1989	55:18.8	      	L1     	ISC      	mb    						
-70.101	-17.232	119.6	5	25	615834095	ISC-EHB  	5/02/1989	55:20.5	      	L1     	ISC      	mb    						
-74.207	-8.573	155	4.8	23.04	615834191	ISC-EHB  	19/02/1989	23:54.9	      	L2     	ISC      	mb    						
-76.906	-4.867	25	4.7	22.09	615834226	ISC-EHB  	26/02/1989	12:30.1	TRUE  	L3     	ISC      	mb    						
-77.623	-0.657	15	5	25	615834257	ISC-EHB  	2/03/1989	10:26.5	TRUE  	L3     	ISC      	mb    						
-80.612	-5.484	64.2	4.8	23.04	615834370	ISC-EHB  	23/03/1989	50:04.1	      	L2     	ISC      	mb    						
-72.385	-18.442	17.6	5.2	27.04	615834389	ISC-EHB  	29/03/1989	06:10.4	      	L1     	ISC      	mb    	ISC      	MS    	4.5			
-79.001	-9.261	63.6	5.7	32.49	615834492	ISC-EHB  	20/04/1989	08:52.4	      	L1     	ISC      	mb    						
-75.724	-6.614	30	5.5	30.25	615834590	ISC-EHB  	4/05/1989	30:07.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.9			
-76.246	-13.103	62.1	5.2	27.04	615834596	ISC-EHB  	4/05/1989	32:55.9	      	L1     	ISC      	mb    						
-71.406	-8.316	603.7	6.2	38.44	615834600	ISC-EHB  	5/05/1989	28:41.0	      	L1     	ISC      	mb    						
-75.429	-8.721	128.6	4.7	22.09	615834607	ISC-EHB  	7/05/1989	27:34.4	      	L2     	ISC      	mb    						
-67.92	-18.341	199.6	4.7	22.09	615834642	ISC-EHB  	15/05/1989	13:32.4	      	L1     	ISC      	mb    						
-79.215	-1.255	15	4.9	24.01	615834725	ISC-EHB  	25/05/1989	30:20.6	TRUE  	L3     	ISC      	mb    						
-81.747	-6.785	15	4.9	24.01	615834872	ISC-EHB  	22/06/1989	08:45.1	      	L1     	ISC      	mb    						
-74.984	-15.801	46.1	4.7	22.09	615834895	ISC-EHB  	27/06/1989	10:21.2	      	L2     	ISC      	mb    	ISC      	MS    	4.2			
-77.767	-1.357	178.5	4.5	20.25	615834991	ISC-EHB  	21/07/1989	52:59.9	      	L2     	ISC      	mb    						
-76.327	-7.537	138.3	4.7	22.09	615835007	ISC-EHB  	24/07/1989	36:41.8	      	L1     	ISC      	mb    						
-77.503	-0.565	15	5.4	29.16	615835303	ISC-EHB  	16/09/1989	49:18.2	TRUE  	L3     	ISC      	mb    						
-77.685	-4.26	20	5.3	28.09	615835412	ISC-EHB  	9/10/1989	03:19.5	TRUE  	L1     	ISC      	mb    	ISC      	MS    	5.1			
-70.336	-13.446	15	4.6	21.16	615835511	ISC-EHB  	25/10/1989	42:57.2	TRUE  	L3     	ISC      	mb    						
-80.975	-4.771	47	4.7	22.09	615835509	ISC-EHB  	25/10/1989	05:56:16	      	L2     	ISC      	mb    	ISC      	MS    	3.7			
-80.299	-3.471	35	4.9	24.01	615835583	ISC-EHB  	4/11/1989	39:17.3	TRUE  	L1     	ISC      	mb    						
-72.209	-14.284	110	5	25	615835627	ISC-EHB  	11/11/1989	04:57.7	TRUE  	L3     	ISC      	mb    						
-73.161	-15.809	74.5	6	36	615835719	ISC-EHB  	29/11/1989	00:16.6	      	L1     	ISC      	mb    						
-73.373	-15.939	85.8	4.7	22.09	615835720	ISC-EHB  	29/11/1989	02:46.0	      	L1     	ISC      	mb    						
-74.395	-7.609	159.7	5.8	33.64	615835746	ISC-EHB  	3/12/1989	16:50.7	      	L1     	ISC      	mb    						
-78.316	-1.226	15	4.8	23.04	615835832	ISC-EHB  	17/12/1989	32:28.9	TRUE  	L3     	ISC      	mb    						
-69.461	-16.458	204.9	4.9	24.01	615835911	ISC-EHB  	28/12/1989	41:16.5	      	L1     	ISC      	mb    						
-80.973	-4.108	38.4	5	25	615836026	ISC-EHB  	5/01/1990	18:46.3	      	L2     	ISC      	mb    	ISC      	MS    	4.2			
-74.209	-15.992	42.5	5.8	33.64	615836033	ISC-EHB  	7/01/1990	06:43.9	TRUE  	L1     	ISC      	mb    	ISC      	MS    	5.1			
-75.014	-12.443	98.3	5.5	30.25	615836133	ISC-EHB  	23/01/1990	47:10.3	      	L1     	ISC      	mb    						
-69.807	-16.346	183.2	4.8	23.04	615836149	ISC-EHB  	27/01/1990	10:54.2	      	L2     	ISC      	mb    						
-75.642	-15.008	21.4	5.4	29.16	615836204	ISC-EHB  	9/02/1990	09:21.7	      	L2     	ISC      	mb    						
-80.79	-3.183	57.1	5.4	29.16	615836217	ISC-EHB  	10/02/1990	12:11.9	      	L1     	ISC      	mb    	ISC      	MS    	5.2			
-81.868	-3.949	15	5.1	26.01	615836222	ISC-EHB  	11/02/1990	23:52.7	TRUE  	L3     	ISC      	mb    						
-69.111	-18.246	131.5	5.4	29.16	615836307	ISC-EHB  	25/02/1990	51:08.5	      	L1     	ISC      	mb    						
-76.87	-3.403	116	5.7	32.49	615836404	ISC-EHB  	13/03/1990	40:35.3	      	L1     	ISC      	mb    						
-75.739	-6.543	29	4.9	24.01	615836416	ISC-EHB  	16/03/1990	51:05.3	TRUE  	L3     	ISC      	mb    						
-76.94	-13.439	31.4	5	25	615836414	ISC-EHB  	16/03/1990	01:52.1	      	L1     	ISC      	mb    						
-70.394	-14.712	199.6	4.5	20.25	615836461	ISC-EHB  	25/03/1990	21:04.9	      	L2     	ISC      	mb    						
-72.995	-16.207	74.9	5.3	28.09	615836541	ISC-EHB  	4/04/1990	47:09.7	      	L1     	ISC      	mb    						
-69.587	-17.564	158.4	4.7	22.09	615836626	ISC-EHB  	8/04/1990	43:06.8	      	L1     	ISC      	mb    						
-71.401	-14.864	137.2	4.9	24.01	615836744	ISC-EHB  	20/04/1990	23:30.6	      	L1     	ISC      	mb    						
-81.065	-4.981	31.8	5	25	615836900	ISC-EHB  	15/05/1990	07:05.9	      	L2     	ISC      	mb    						
-69.63	-18.098	104.9	5.5	30.25	615836919	ISC-EHB  	17/05/1990	03:25.7	      	L1     	ISC      	mb    						
-77.211	-6.024	19.8	6.1	37.21	615837007	ISC-EHB  	30/05/1990	34:06.5	      	L1     	ISC      	mb    	ISC      	MS    	6.4			
-77.188	-6.045	20	4.7	22.09	615837010	ISC-EHB  	30/05/1990	53:15.6	TRUE  	L3     	ISC      	mb    						
-77.188	-6.061	26.2	5.4	29.16	615837014	ISC-EHB  	30/05/1990	49:29.1	      	L1     	ISC      	mb    	ISC      	MS    	5.2			
-77.245	-5.948	20	4.8	23.04	615837031	ISC-EHB  	3/06/1990	55:15.9	TRUE  	L3     	ISC      	mb    						
-77.203	-6.057	20	4.7	22.09	615837033	ISC-EHB  	3/06/1990	57:27.9	TRUE  	L3     	ISC      	mb    						
-77.261	-6.175	22.9	5	25	615837040	ISC-EHB  	6/06/1990	01:09.5	      	L1     	ISC      	mb    	ISC      	MS    	5			
-69.585	-17.857	130.1	4.5	20.25	615837041	ISC-EHB  	6/06/1990	57:19.7	      	L1     	ISC      	mb    						
-71.782	-17.583	24.4	5.6	31.36	615837052	ISC-EHB  	8/06/1990	49:23.9	      	L1     	ISC      	mb    	ISC      	MS    	5.5			
-77.174	-6.123	23.6	5.5	30.25	615837057	ISC-EHB  	9/06/1990	14:35.5	      	L1     	ISC      	mb    	ISC      	MS    	5.1			
-77.133	-6.152	25	4.8	23.04	615837103	ISC-EHB  	15/06/1990	21:58.0	TRUE  	L3     	ISC      	mb    						
-75.671	-15.886	15	5	25	615837264	ISC-EHB  	10/07/1990	51:19.9	      	L1     	ISC      	mb    						
-80.893	-4.871	38.9	5.1	26.01	615837423	ISC-EHB  	29/07/1990	29:14.4	      	L1     	ISC      	mb    	ISC      	MS    	4.9			
-78.495	-0.204	19.6	5	25	615837503	ISC-EHB  	11/08/1990	59:57.9	      	L1     	ISC      	mb    	ISC      	MS    	4.4			
-80.658	-4.264	41.7	4.8	23.04	615837525	ISC-EHB  	15/08/1990	24:45.1	      	L2     	ISC      	mb    						
-69.151	-18.797	114.6	5.2	27.04	615837523	ISC-EHB  	15/08/1990	23:37.4	      	L1     	ISC      	mb    						
-74.391	-8.641	158.7	4.7	22.09	615837623	ISC-EHB  	30/08/1990	36:48.9	      	L1     	ISC      	mb    						
-80.244	-0.165	14.5	5.7	32.49	615837637	ISC-EHB  	2/09/1990	26:49.2	      	L1     	ISC      	mb    	ISC      	MS    	6.1			
-80.291	-0.158	20	4.9	24.01	615837638	ISC-EHB  	2/09/1990	07:16.5	TRUE  	L3     	ISC      	mb    						
-80.39	-2.23	53.6	4.9	24.01	615837659	ISC-EHB  	5/09/1990	49:20.1	      	L1     	ISC      	mb    						
-70.812	-11.03	621.4	4.7	22.09	615837825	ISC-EHB  	5/10/1990	43:36.0	      	L1     	ISC      	mb    						
-76.86	-12.432	61.3	4.7	22.09	615837848	ISC-EHB  	8/10/1990	02:15.4	      	L2     	ISC      	mb    						
-70.745	-11.031	610	6.5	42.25	615837891	ISC-EHB  	17/10/1990	30:14.7	TRUE  	L1     	ISC      	mb    						
-74.422	-7.74	158.1	5	25	615837905	ISC-EHB  	20/10/1990	01:32.2	      	L1     	ISC      	mb    						
-77.243	-4.018	108.2	5.7	32.49	615837908	ISC-EHB  	21/10/1990	10:43.8	      	L1     	ISC      	mb    						
-70.201	-17.461	117	4.4	19.36	615837950	ISC-EHB  	30/10/1990	01:01.6	      	L2     	ISC      	mb    						
-69.609	-17.673	125.2	4.8	23.04	615837974	ISC-EHB  	3/11/1990	47:08.5	      	L1     	ISC      	mb    						
-72.562	-15.709	121.3	5.3	28.09	615837978	ISC-EHB  	4/11/1990	13:44.4	      	L1     	ISC      	mb    						
-79.898	-8.647	36.3	4.6	21.16	615838069	ISC-EHB  	17/11/1990	24:27.2	      	L2     	ISC      	mb    						
-78.585	-10.175	47.9	5.1	26.01	615838090	ISC-EHB  	22/11/1990	25:14.0	      	L1     	ISC      	mb    						
-77.734	-2.68	25	5.5	30.25	615838108	ISC-EHB  	25/11/1990	32:46.6	TRUE  	L1     	ISC      	mb    						
-79.016	-9.697	38.8	5.3	28.09	615838214	ISC-EHB  	14/12/1990	22:40.9	      	L1     	ISC      	mb    	ISC      	MS    	5.1			
-73.063	-16.56	66.3	5	25	615838245	ISC-EHB  	19/12/1990	01:14.8	      	L2     	ISC      	mb    						
-74.487	-7.245	161.2	4.5	20.25	615838493	ISC-EHB  	26/01/1991	27:18.8	      	L1     	ISC      	mb    						
-75.732	-15.015	31	5.2	27.04	615838520	ISC-EHB  	29/01/1991	04:02.2	      	L1     	ISC      	mb    	ISC      	MS    	5			
-74.855	-6.605	142.3	5.1	26.01	615838633	ISC-EHB  	22/02/1991	39:12.5	      	L1     	ISC      	mb    						
-80.95	-5.811	21.9	5.3	28.09	615838771	ISC-EHB  	20/03/1991	08:57.4	      	L1     	ISC      	mb    	ISC      	MS    	5.6			
-79.761	-9.762	21	5.4	29.16	615838775	ISC-EHB  	21/03/1991	53:13.1	      	L1     	ISC      	mb    	ISC      	MS    	5.9			
-80.935	-3.976	37.8	5.2	27.04	615838818	ISC-EHB  	29/03/1991	13:49.8	      	L1     	ISC      	mb    	ISC      	MS    	5			
-77.151	-6.058	22.8	6	36	615838847	ISC-EHB  	4/04/1991	23:22.3	      	L1     	ISC      	mb    	ISC      	MS    	6.3			
-77.105	-5.985	28.7	5.2	27.04	615838848	ISC-EHB  	4/04/1991	08:20.3	      	L1     	ISC      	mb    						
-77.098	-5.98	22.1	6.4	40.96	615838851	ISC-EHB  	5/04/1991	19:51.0	      	L1     	ISC      	mb    	ISC      	MS    	6.9			
-77.336	-5.836	23.8	5.4	29.16	615838852	ISC-EHB  	5/04/1991	01:11.6	      	L1     	ISC      	mb    						
-77.07	-6.083	25	5.2	27.04	615838860	ISC-EHB  	5/04/1991	13:56.8	TRUE  	L3     	ISC      	mb    						
-77.266	-5.902	30	4.9	24.01	615838853	ISC-EHB  	5/04/1991	20:24.9	TRUE  	L3     	ISC      	mb    						
-77.24	-5.922	30	5	25	615838854	ISC-EHB  	5/04/1991	29:53.8	TRUE  	L3     	ISC      	mb    						
-77.198	-5.867	30	4.8	23.04	615838856	ISC-EHB  	5/04/1991	53:40.2	TRUE  	L3     	ISC      	mb    						
-75.494	-14.215	49.3	5.7	32.49	615838859	ISC-EHB  	5/04/1991	50:48.8	      	L1     	ISC      	mb    	ISC      	MS    	5.9			
-77.137	-6.064	20	5.2	27.04	615838865	ISC-EHB  	6/04/1991	21:46.4	TRUE  	L3     	ISC      	mb    						
-80.787	-7.156	21.7	5.1	26.01	615838868	ISC-EHB  	7/04/1991	09:03.7	      	L2     	ISC      	mb    	ISC      	MS    	4.7			
-77.179	-5.991	35.9	5	25	615838870	ISC-EHB  	7/04/1991	16:29.3	      	L2     	ISC      	mb    						
-77.131	-5.98	20	4.8	23.04	615838882	ISC-EHB  	9/04/1991	35:21.0	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.6			
-74.691	-9.814	129.4	5.8	33.64	615838880	ISC-EHB  	9/04/1991	02:26.1	      	L1     	ISC      	mb    						
-77.105	-5.9	32.2	5	25	615838896	ISC-EHB  	12/04/1991	00:05.4	      	L2     	ISC      	mb    	ISC      	MS    	4.2			
-77.073	-5.728	38.5	5.2	27.04	615838894	ISC-EHB  	12/04/1991	50:09.0	      	L2     	ISC      	mb    	ISC      	MS    	4.5			
-77.187	-5.706	26.9	4.9	24.01	615838897	ISC-EHB  	13/04/1991	59:39.0	      	L1     	ISC      	mb    	ISC      	MS    	4.5			
-76.994	-5.764	39.7	4.7	22.09	615838910	ISC-EHB  	15/04/1991	54:51.5	      	L2     	ISC      	mb    						
-77.205	-5.993	33.4	4.9	24.01	615838941	ISC-EHB  	21/04/1991	11:05.3	      	L2     	ISC      	mb    	ISC      	MS    	3.7			
-77.647	-11.273	58.5	5.7	32.49	615839009	ISC-EHB  	29/04/1991	12:24.3	      	L1     	ISC      	mb    	ISC      	MS    	5.6			
-74.436	-13.804	106.2	5.6	31.36	615839083	ISC-EHB  	8/05/1991	53:22.8	      	L1     	ISC      	mb    						
-76.852	-6	25	4.8	23.04	615839113	ISC-EHB  	13/05/1991	42:23.6	TRUE  	L3     	ISC      	mb    						
-77.117	-5.596	39.4	4.8	23.04	615839135	ISC-EHB  	18/05/1991	47:50.0	      	L2     	ISC      	mb    						
-70.689	-16.573	121.9	6.3	39.69	615839172	ISC-EHB  	24/05/1991	50:55.9	      	L1     	ISC      	mb    						
-77.112	-5.788	35.8	4.8	23.04	615839193	ISC-EHB  	28/05/1991	22:25.5	      	L1     	ISC      	mb    	ISC      	MS    	4.2			
-78.885	-2.247	95.6	5.6	31.36	615839278	ISC-EHB  	12/06/1991	45:41.4	      	L1     	ISC      	mb    						
-74.976	-15.88	44.9	5.4	29.16	615839411	ISC-EHB  	1/07/1991	32:46.0	      	L1     	ISC      	mb    	ISC      	MS    	5.9			
-81.278	-7.599	15	5.1	26.01	615839418	ISC-EHB  	2/07/1991	39:06.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.6			
-72.197	-13.279	104.9	6.1	37.21	615839445	ISC-EHB  	6/07/1991	19:49.9	      	L1     	ISC      	mb    						
-71.737	-15.694	24.2	5	25	615839531	ISC-EHB  	23/07/1991	44:55.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5			
-73.701	-16.001	53.6	4.9	24.01	615839535	ISC-EHB  	24/07/1991	27:53.0	      	L1     	ISC      	mb    						
-73.854	-14.166	92.1	5.4	29.16	615839554	ISC-EHB  	29/07/1991	52:40.8	      	L1     	ISC      	mb    						
