LON      	LAT     	DEPTH	MAG 	MAGxMAG	EVENTID	AUTHOR   	DATE      	TIME       	DEPFIX	DEPQUAL	AUTHOR   	TYPE  						
-77.773	-1.508	171.1	4.3	18.49	610808408	ISC-EHB  	13/11/2003	55:58.1	      	L1     	ISC      	mb    						
-75.829	-10.99	140.3	4.4	19.36	610808439	ISC-EHB  	16/11/2003	19:44.4	      	L2     	ISC      	mb    						
-75.626	-1.958	183.1	5.5	30.25	610808591	ISC-EHB  	26/11/2003	42:31.9	      	L1     	ISC      	mb    	HRVD     	MW    	5.5			
-71.646	-15.535	140	4.2	17.64	610808664	ISC-EHB  	4/12/2003	50:20.6	TRUE  	L1     	ISC      	mb    						
-77.574	-1.628	173.4	4.4	19.36	610808776	ISC-EHB  	14/12/2003	43:41.9	      	L2     	ISC      	mb    						
-72.595	-15.105	108.5	4.2	17.64	610808862	ISC-EHB  	24/12/2003	40:19.9	      	L1     	ISC      	mb    						
-75.83	-14.504	51	4.4	19.36	610808885	ISC-EHB  	26/12/2003	43:41.3	      	L1     	ISC      	mb    						
-71.279	-15.834	142.7	4.5	20.25	610808949	ISC-EHB  	28/12/2003	34:57.2	      	L1     	ISC      	mb    						
-71.225	-9.724	608	4.8	23.04	610808940	ISC-EHB  	28/12/2003	14:31.4	      	L1     	ISC      	mb    						
-74.347	-8.065	145.7	4.3	18.49	610809274	ISC-EHB  	2/01/2004	49:18.7	      	L1     	ISC      	mb    						
-70.943	-16.351	119.3	4.8	23.04	610809314	ISC-EHB  	3/01/2004	08:21.0	      	L1     	ISC      	mb    						
-77.498	-3.618	15	4.8	23.04	610809328	ISC-EHB  	4/01/2004	13:57.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-77.987	-0.489	15	4.3	18.49	610809358	ISC-EHB  	8/01/2004	03:02.5	TRUE  	L3     	ISC      	mb    						
-80.351	-4.03	73.9	4.9	24.01	610809366	ISC-EHB  	8/01/2004	19:39.1	      	L1     	ISC      	mb    	HRVD     	MW    	4.8			
-79.214	-9.138	58.7	4.4	19.36	610809379	ISC-EHB  	10/01/2004	22:27.4	      	L2     	ISC      	mb    						
-73.916	-15.675	72.8	5	25	610809404	ISC-EHB  	12/01/2004	49:17.1	TRUE  	L2     	ISC      	mb    	HRVD     	MW    	5.2			
-71.104	-17.821	57.3	5.3	28.09	610809526	ISC-EHB  	27/01/2004	00:37.6	      	L1     	ISC      	mb    	ISC      	MS    	5.2	HRVD     	MW    	5.7
-76.546	-2.312	149.3	4.4	19.36	610809573	ISC-EHB  	1/02/2004	50:52.9	      	L1     	ISC      	mb    						
-71.231	-18.391	22.9	4.8	23.04	610809581	ISC-EHB  	3/02/2004	21:12.0	      	L1     	ISC      	mb    	ISC      	MS    	4.2	HRVD     	MW    	5
-73.293	-16.437	35	4.7	22.09	610809787	ISC-EHB  	25/02/2004	27:09.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-74.099	-8.248	157.1	4.5	20.25	610809847	ISC-EHB  	1/03/2004	01:25:36	      	L1     	ISC      	mb    						
-75.27	-15.535	25	4.6	21.16	610809875	ISC-EHB  	3/03/2004	15:11.8	TRUE  	L3     	ISC      	mb    						
-77.293	-12.941	30	4.4	19.36	610809973	ISC-EHB  	14/03/2004	53:26.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2			
-72.5	-14.587	15	4.6	21.16	610810104	ISC-EHB  	26/03/2004	57:46.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-78.364	-1.085	5	5.2	27.04	610810134	ISC-EHB  	28/03/2004	41:12.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.2
-73.572	-10.179	33.7	4.9	24.01	610810130	ISC-EHB  	28/03/2004	23:32.4	      	L1     	ISC      	mb    	ISC      	MS    	4.5	HRVD     	MW    	5.2
-69.968	-17.402	125.7	4.4	19.36	610810165	ISC-EHB  	1/04/2004	34:31.9	      	L2     	ISC      	mb    						
-76.957	-12.807	45.5	4.7	22.09	610810172	ISC-EHB  	2/04/2004	54:45.2	      	L1     	ISC      	mb    						
-78.437	-1.014	5	4.8	23.04	610810303	ISC-EHB  	15/04/2004	06:30.2	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2	HRVD     	MW    	4.9
-73.658	-11.14	108.8	4.8	23.04	610810532	ISC-EHB  	4/05/2004	35:40.4	      	L1     	ISC      	mb    						
-80.295	-4.573	62.7	5	25	610810771	ISC-EHB  	25/05/2004	04:19.9	      	L1     	ISC      	mb    	HRVD     	MW    	4.9			
-74.177	-8.276	155.9	5	25	610810780	ISC-EHB  	26/05/2004	52:59.7	      	L1     	ISC      	mb    	HRVD     	MW    	5.2			
-70.542	-17.188	104.6	5.3	28.09	610810841	ISC-EHB  	30/05/2004	43:57.1	      	L1     	ISC      	mb    	HRVD     	MW    	5.4			
-79.79	0.749	23.6	5.1	26.01	610810872	ISC-EHB  	1/06/2004	52:39.3	      	L1     	ISC      	mb    	ISC      	MS    	4.8	HRVD     	MW    	5.4
-69.756	-16.693	173.7	4.2	17.64	610810919	ISC-EHB  	5/06/2004	17:46.6	      	L2     	ISC      	mb    						
-76.616	-3.675	110.9	4.7	22.09	610811015	ISC-EHB  	15/06/2004	55:48.4	      	L1     	ISC      	mb    						
-71.194	-18.301	27.6	4.8	23.04	610811095	ISC-EHB  	24/06/2004	22:47.6	      	L1     	ISC      	mb    	ISC      	MS    	4.1			
-77.446	-1.936	158	4.1	16.81	610811092	ISC-EHB  	24/06/2004	08:15.1	      	L2     	ISC      	mb    						
-69.387	-15.583	258.6	3.9	15.21	610811159	ISC-EHB  	30/06/2004	08:40.3	      	L2     	ISC      	mb    						
-71.31	-18.474	43.7	4.5	20.25	610811190	ISC-EHB  	1/07/2004	44:05.5	      	L1     	ISC      	mb    						
-77.799	-1.681	159.2	4.3	18.49	610811359	ISC-EHB  	18/07/2004	55:02.2	      	L1     	ISC      	mb    						
-70.691	-17.188	98.4	4.5	20.25	610811386	ISC-EHB  	21/07/2004	35:32.8	      	L1     	ISC      	mb    						
-69.104	-17.573	150.6	5.2	27.04	610811419	ISC-EHB  	25/07/2004	01:09.3	      	L1     	ISC      	mb    	HRVD     	MW    	5.3			
-78.274	-11.087	51.4	5.3	28.09	610811455	ISC-EHB  	29/07/2004	00:20.1	      	L1     	ISC      	mb    	ISC      	MS    	4.2	HRVD     	MW    	5
-74.48	-15.495	65	4.4	19.36	610811555	ISC-EHB  	7/08/2004	51:28.5	TRUE  	L1     	ISC      	mb    						
-69.9	-18.741	82.8	4.3	18.49	610811581	ISC-EHB  	10/08/2004	29:03.2	      	L1     	ISC      	mb    						
-80.825	-3.103	42.4	5.2	27.04	610811595	ISC-EHB  	11/08/2004	02:24.3	      	L1     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.2
-69.293	-18.081	126.4	4.5	20.25	610811589	ISC-EHB  	11/08/2004	25:16.7	      	L1     	ISC      	mb    						
-73.667	-16.105	37.2	4.9	24.01	610811601	ISC-EHB  	12/08/2004	11:02.3	      	L1     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.2
-74.678	-9.573	126.9	5.2	27.04	610811787	ISC-EHB  	31/08/2004	35:06.3	      	L1     	ISC      	mb    	HRVD     	MW    	4.9			
-75.596	-8.642	15	4.3	18.49	610811953	ISC-EHB  	14/09/2004	14:50.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.8			
-75.471	-14.944	30.4	4.8	23.04	610811960	ISC-EHB  	15/09/2004	56:31.4	      	L1     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	4.9
-72.533	-17.255	25	5.4	29.16	610811975	ISC-EHB  	16/09/2004	48:51.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5	HRVD     	MW    	5.4
-74.59	-15.653	27.1	5.3	28.09	610812110	ISC-EHB  	28/09/2004	32:18.6	      	L1     	ISC      	mb    	ISC      	MS    	5.3	HRVD     	MW    	5.7
-77.106	-5.562	25.8	5.2	27.04	610812119	ISC-EHB  	29/09/2004	38:10.9	      	L1     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.1
-74.575	-13.863	95	4.4	19.36	610812141	ISC-EHB  	1/10/2004	28:59.0	TRUE  	L3     	ISC      	mb    						
-70.266	-15.396	198.7	4.1	16.81	610812210	ISC-EHB  	6/10/2004	56:34.3	      	L2     	ISC      	mb    						
-74.885	-9.787	134	4.2	17.64	610812225	ISC-EHB  	8/10/2004	55:11.7	      	L1     	ISC      	mb    						
-73.648	-16.067	61.8	4.4	19.36	610812302	ISC-EHB  	16/10/2004	14:42.1	      	L1     	ISC      	mb    						
-74.013	-15.596	72.7	5.4	29.16	610812347	ISC-EHB  	20/10/2004	55:49.8	      	L1     	ISC      	mb    	HRVD     	MW    	5.4			
-74.711	-15.265	54	4.8	23.04	610812368	ISC-EHB  	22/10/2004	45:50.2	      	L1     	ISC      	mb    	ISC      	MS    	4	HRVD     	MW    	4.9
-80.339	-7.082	35	5.4	29.16	610812462	ISC-EHB  	28/10/2004	45:18.3	TRUE  	L1     	ISC      	mb    	ISC      	MS    	4.5	HRVD     	MW    	5.1
-70.36	-18.398	44.4	4.9	24.01	610812492	ISC-EHB  	2/11/2004	50:14.6	      	L1     	ISC      	mb    	ISC      	MS    	3.9			
-70.278	-17.567	91.5	4.5	20.25	610812599	ISC-EHB  	9/11/2004	00:54.8	      	L1     	ISC      	mb    						
-69.676	-17.141	138	5.1	26.01	610812616	ISC-EHB  	11/11/2004	11:43.8	      	L1     	ISC      	mb    	HRVD     	MW    	5.4			
-80.556	-0.886	25	4.9	24.01	610812817	ISC-EHB  	24/11/2004	19:50.6	TRUE  	L1     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	5.1
-76.629	-6.653	123.6	4.7	22.09	610812969	ISC-EHB  	6/12/2004	44:24.1	      	L1     	ISC      	mb    						
-69.547	-18.284	108.7	4.4	19.36	610813028	ISC-EHB  	12/12/2004	02:15.9	      	L2     	ISC      	mb    						
-71.017	-12.729	15	4.2	17.64	610813044	ISC-EHB  	14/12/2004	07:39.8	TRUE  	L3     	ISC      	mb    						
-73.988	-16.23	27.9	5.4	29.16	610813095	ISC-EHB  	18/12/2004	57:22.9	      	L1     	ISC      	mb    	ISC      	MS    	5.4	HRVD     	MW    	5.7
-76.327	-4.135	50	4.8	23.04	610813101	ISC-EHB  	19/12/2004	30:07.4	TRUE  	L1     	ISC      	mb    	ISC      	MS    	4.4			
-75.213	-15.26	25	4.9	24.01	610813113	ISC-EHB  	20/12/2004	58:42.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5	HRVD     	MW    	5.5
-79.13	-9.438	35	4.3	18.49	610813543	ISC-EHB  	28/12/2004	45:18.8	TRUE  	L3     	ISC      	mb    						
-74.07	-16.301	20.8	4.7	22.09	610813565	ISC-EHB  	29/12/2004	49:02.9	      	L1     	ISC      	mb    	ISC      	MS    	4.7	HRVD     	MW    	5.3
-71.292	-15.671	147.5	4.2	17.64	610814424	ISC-EHB  	11/01/2005	07:13.4	      	L2     	ISC      	mb    						
-71.055	-18.513	37.6	4.2	17.64	610814479	ISC-EHB  	14/01/2005	04:30.5	      	L2     	ISC      	mb    	ISC      	MS    	4.2			
-80.886	-3.681	29.9	4.8	23.04	610814495	ISC-EHB  	15/01/2005	40:36.3	      	L1     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5
-80.936	-3.735	33.5	4.6	21.16	610814498	ISC-EHB  	15/01/2005	02:14.1	      	L1     	ISC      	mb    	ISC      	MS    	4.5	HRVD     	MW    	4.9
-81.102	-1.182	20	4.4	19.36	610814604	ISC-EHB  	20/01/2005	07:16.1	TRUE  	L3     	ISC      	mb    						
-80.945	-1.203	15	5	25	610814611	ISC-EHB  	21/01/2005	30:29.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.7	HRVD     	MW    	5.4
-81.072	-1.211	20	4.3	18.49	610814615	ISC-EHB  	21/01/2005	18:07.2	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2			
-80.862	-1.118	20	4.8	23.04	610814619	ISC-EHB  	21/01/2005	45:15.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.5	HRVD     	MW    	6
-81.023	-1.198	20	4.7	22.09	610814621	ISC-EHB  	21/01/2005	26:33.8	TRUE  	L3     	ISC      	mb    						
-80.968	-1.366	20	4.4	19.36	610814622	ISC-EHB  	21/01/2005	15:06.4	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.5			
-81.029	-1.139	20	4.8	23.04	610814623	ISC-EHB  	21/01/2005	47:02.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	5
-80.432	0.589	10	4.3	18.49	610814648	ISC-EHB  	22/01/2005	52:37.5	TRUE  	L3     	ISC      	mb    						
-80.371	0.65	15	4.7	22.09	610814646	ISC-EHB  	22/01/2005	15:38.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-80.904	-1.202	18.5	4.7	22.09	610814632	ISC-EHB  	22/01/2005	12:13.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.5	HRVD     	MW    	5.1
-80.867	-1.144	20	4.6	21.16	610814631	ISC-EHB  	22/01/2005	16:41.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.9			
-80.902	-1.286	17.2	5	25	610814658	ISC-EHB  	23/01/2005	06:07.5	      	L1     	ISC      	mb    	ISC      	MS    	4.4	HRVD     	MW    	5
-80.872	-1.385	16	5.4	29.16	610814687	ISC-EHB  	24/01/2005	23:25.8	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.7	HRVD     	MW    	6.1
-80.984	-1.474	26	4.7	22.09	610814689	ISC-EHB  	24/01/2005	59:33.4	TRUE  	L2     	ISC      	mb    	HRVD     	MW    	5.1			
-80.786	-2.402	26.7	5	25	610814675	ISC-EHB  	24/01/2005	11:51.6	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5	HRVD     	MW    	5.6
-80.943	-1.394	31.4	5.3	28.09	610814688	ISC-EHB  	24/01/2005	26:53.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.8	HRVD     	MW    	5.8
-77.806	-3.481	113.2	4.4	19.36	610814677	ISC-EHB  	24/01/2005	01:56.5	      	L1     	ISC      	mb    						
-81.023	-1.472	10	4.1	16.81	610814690	ISC-EHB  	25/01/2005	21:04.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.5			
-74.03	-16.3	27.1	4.5	20.25	610814730	ISC-EHB  	26/01/2005	14:15.1	      	L1     	ISC      	mb    						
-81.163	-1.088	9.4	5.3	28.09	610814974	ISC-EHB  	28/01/2005	46:45.3	      	L1     	ISC      	mb    	ISC      	MS    	5.5	HRVD     	MW    	5.9
-81.341	-1.182	10	5.1	26.01	610814954	ISC-EHB  	28/01/2005	26:18.2	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.6	HRVD     	MW    	6
-81.093	-0.763	20.1	5.3	28.09	610815084	ISC-EHB  	30/01/2005	06:48.2	      	L1     	ISC      	mb    	ISC      	MS    	5	HRVD     	MW    	5.7
-73.71	-16.167	47.7	4.5	20.25	610815205	ISC-EHB  	9/02/2005	20:48.4	      	L1     	ISC      	mb    	ISC      	MS    	4			
-81.16	-1.184	15.1	4.3	18.49	610815308	ISC-EHB  	16/02/2005	01:03.0	      	L2     	ISC      	mb    						
-81.102	-1.165	10	4.3	18.49	610815326	ISC-EHB  	17/02/2005	12:17.5	TRUE  	L3     	ISC      	mb    						
-81.32	-0.919	10	4.2	17.64	610815338	ISC-EHB  	17/02/2005	40:28.2	TRUE  	L3     	ISC      	mb    						
-81.212	-1.23	11.6	4.2	17.64	610815320	ISC-EHB  	17/02/2005	34:28.5	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-81.173	-1.775	14	4.9	24.01	610815336	ISC-EHB  	17/02/2005	42:58.2	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5	HRVD     	MW    	5.5
-76.155	-10.969	117.9	5.2	27.04	610815322	ISC-EHB  	17/02/2005	12:45.6	      	L1     	ISC      	mb    	HRVD     	MW    	5.4			
-77.011	-4.766	117.2	4.4	19.36	610815413	ISC-EHB  	24/02/2005	23:23.6	      	L1     	ISC      	mb    						
-76.004	-11.676	114.8	4.8	23.04	610815494	ISC-EHB  	2/03/2005	48:32.6	      	L1     	ISC      	mb    						
-75.232	-9.06	130.1	4.3	18.49	610815504	ISC-EHB  	3/03/2005	16:48.6	      	L1     	ISC      	mb    						
-76.105	-14.703	18.8	4.4	19.36	610815756	ISC-EHB  	23/03/2005	32:06.5	      	L1     	ISC      	mb    	ISC      	MS    	4			
-75.883	-14.525	51.8	4.5	20.25	610815783	ISC-EHB  	25/03/2005	43:03.7	TRUE  	L3     	ISC      	mb    						
-76.605	-2.355	136.9	4.2	17.64	610815796	ISC-EHB  	26/03/2005	31:22.2	      	L1     	ISC      	mb    						
-80.848	-1.222	19.8	5	25	610815804	ISC-EHB  	27/03/2005	03:36.1	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.1
-70.977	-10.472	622.5	4.6	21.16	610816071	ISC-EHB  	5/04/2005	01:42.8	      	L1     	ISC      	mb    						
-71.277	-14.188	35	4.5	20.25	610816085	ISC-EHB  	6/04/2005	52:27.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-74.653	-10.827	103.5	4.2	17.64	610816080	ISC-EHB  	6/04/2005	21:34.9	      	L2     	ISC      	mb    						
-80.468	-4.301	66.7	4.4	19.36	610816139	ISC-EHB  	9/04/2005	32:20.7	      	L1     	ISC      	mb    						
-76.302	-7.56	134.6	5.2	27.04	610816186	ISC-EHB  	10/04/2005	41:39.8	      	L1     	ISC      	mb    	HRVD     	MW    	5.3			
-77.903	-7.37	125.6	6	36	610816223	ISC-EHB  	11/04/2005	54:06.0	      	L1     	ISC      	mb    	HRVD     	MW    	6			
-69.738	-17.634	114.2	5.6	31.36	610816298	ISC-EHB  	16/04/2005	41:15.4	      	L1     	ISC      	mb    	HRVD     	MW    	5.8			
-71.379	-17.624	28.5	5.1	26.01	610816341	ISC-EHB  	20/04/2005	40:47.0	      	L1     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	4.9
-70.956	-10.229	634.4	4.3	18.49	610816371	ISC-EHB  	23/04/2005	44:38.0	      	L1     	ISC      	mb    						
-75.148	-2.743	21.3	4.3	18.49	610816399	ISC-EHB  	25/04/2005	26:31.6	TRUE  	L3     	ISC      	mb    						
-71.353	-9.146	601.4	4.7	22.09	610816479	ISC-EHB  	2/05/2005	04:46.6	      	L1     	ISC      	mb    	HRVD     	MW    	5.1			
-74.662	-14.92	28.7	5.5	30.25	610816497	ISC-EHB  	3/05/2005	11:39.3	      	L1     	ISC      	mb    	ISC      	MS    	5.4	HRVD     	MW    	5.9
-74.72	-8.711	138.3	4.5	20.25	610816489	ISC-EHB  	3/05/2005	40:28.9	      	L1     	ISC      	mb    						
-75.988	-14.627	21.2	4.7	22.09	610816523	ISC-EHB  	5/05/2005	24:55.2	      	L1     	ISC      	mb    	ISC      	MS    	4.2			
-80.649	-3.852	41.3	4.9	24.01	610816634	ISC-EHB  	13/05/2005	17:59.3	      	L1     	ISC      	mb    	ISC      	MS    	4.1	HRVD     	MW    	5
-79.529	-2.958	91.1	4.5	20.25	610816663	ISC-EHB  	15/05/2005	16:48.7	      	L2     	ISC      	mb    						
-80.958	-1.275	24.1	4.3	18.49	610816707	ISC-EHB  	19/05/2005	25:49.6	      	L2     	ISC      	mb    	ISC      	MS    	4.3			
-80.945	-3.278	38.4	5.8	33.64	610816738	ISC-EHB  	21/05/2005	11:35.1	      	L1     	ISC      	mb    	ISC      	MS    	6	HRVD     	MW    	6.3
-80.973	-3.263	33.7	5	25	610816812	ISC-EHB  	29/05/2005	52:17.5	      	L1     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	5
-69.618	-16.108	208.2	4.5	20.25	610816850	ISC-EHB  	2/06/2005	01:44.0	      	L1     	ISC      	mb    						
-70.778	-16.521	128.3	4.8	23.04	610816868	ISC-EHB  	3/06/2005	24:48.0	      	L1     	ISC      	mb    	HRVD     	MW    	5			
-80.174	-4.57	77.6	4.3	18.49	610816876	ISC-EHB  	4/06/2005	49:47.9	      	L1     	ISC      	mb    						
-74.233	-10.668	118.1	5.2	27.04	610816909	ISC-EHB  	7/06/2005	20:02.1	      	L1     	ISC      	mb    	HRVD     	MW    	5.3			
-76.251	-14.203	17.1	5.1	26.01	610817002	ISC-EHB  	14/06/2005	29:52.9	      	L1     	ISC      	mb    	ISC      	MS    	4.7			
-77.834	-1.78	157.2	4.9	24.01	610817105	ISC-EHB  	21/06/2005	03:51.2	      	L1     	ISC      	mb    	HRVD     	MW    	5			
-81.118	-5.927	26.1	4.8	23.04	610817139	ISC-EHB  	24/06/2005	11:48.0	      	L1     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.3
-77.655	-1.645	173.1	4.4	19.36	610817191	ISC-EHB  	30/06/2005	27:38.2	      	L1     	ISC      	mb    						
-70.74	-15.165	173.1	4.6	21.16	610817215	ISC-EHB  	3/07/2005	19:02.8	      	L2     	ISC      	mb    						
-70.139	-17.867	76.3	5.5	30.25	610817335	ISC-EHB  	13/07/2005	06:12.6	      	L1     	ISC      	mb    	HRVD     	MW    	5.7			
-76.421	-13.298	50.1	4.5	20.25	610817448	ISC-EHB  	24/07/2005	19:16.3	      	L1     	ISC      	mb    	ISC      	MS    	3.9			
-70.544	-16.866	15	4.6	21.16	610817475	ISC-EHB  	25/07/2005	53:41.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-72.977	-15.338	106.2	5.7	32.49	610817503	ISC-EHB  	26/07/2005	11:35.7	      	L1     	ISC      	mb    	HRVD     	MW    	5.9			
-70.58	-16.847	15	4.4	19.36	610817579	ISC-EHB  	30/07/2005	36:48.9	TRUE  	L3     	ISC      	mb    						
-75.835	-14.356	48.6	4.7	22.09	610817589	ISC-EHB  	31/07/2005	16:39.5	      	L1     	ISC      	mb    	ISC      	MS    	4.1			
-70.443	-16.83	15	4.8	23.04	610817608	ISC-EHB  	1/08/2005	23:49.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-70.515	-16.848	15	4.3	18.49	610817655	ISC-EHB  	5/08/2005	38:58.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-69.506	-17.415	128.3	5.2	27.04	610817663	ISC-EHB  	6/08/2005	36:27.6	      	L1     	ISC      	mb    	HRVD     	MW    	5.4			
-80.078	-8.029	36.4	5.1	26.01	610817684	ISC-EHB  	7/08/2005	20:29.5	      	L1     	ISC      	mb    	ISC      	MS    	4.8	HRVD     	MW    	5.4
-78.69	-2.31	102.4	4.2	17.64	610817703	ISC-EHB  	8/08/2005	11:22.5	      	L2     	ISC      	mb    						
-70.294	-16.733	15	4.7	22.09	610817759	ISC-EHB  	13/08/2005	51:24.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.7			
-75.623	-14.298	47.5	4.2	17.64	610817779	ISC-EHB  	15/08/2005	08:48.5	      	L1     	ISC      	mb    	ISC      	MS    	4			
-76.606	-7.656	29.3	4.5	20.25	610817818	ISC-EHB  	20/08/2005	03:31.0	      	L1     	ISC      	mb    	ISC      	MS    	4.2			
-70.576	-16.856	15	4.3	18.49	610817838	ISC-EHB  	24/08/2005	48:14.0	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-70.383	-16.795	17	4.4	19.36	610817900	ISC-EHB  	29/08/2005	35:01.4	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-71.742	-15.491	124.8	4.1	16.81	610818034	ISC-EHB  	8/09/2005	03:39.3	      	L1     	ISC      	mb    						
-81.119	-8.544	10	4.8	23.04	610818156	ISC-EHB  	20/09/2005	53:25.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	5
-70.61	-16.646	15	4.5	20.25	610818169	ISC-EHB  	21/09/2005	52:51.0	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4			
-70.54	-16.836	15	4.5	20.25	610818261	ISC-EHB  	26/09/2005	40:03.8	TRUE  	L3     	ISC      	mb    						
-76.406	-5.738	125	6.5	42.25	610818254	ISC-EHB  	26/09/2005	55:38.4	TRUE  	L1     	ISC      	mb    	HRVD     	MW    	7.5			
-70.735	-16.652	15	5	25	610818322	ISC-EHB  	1/10/2005	19:50.3	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.7	HRVD     	MW    	5.3
-70.797	-16.678	15	4.4	19.36	610818323	ISC-EHB  	1/10/2005	59:28.3	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-70.636	-16.675	13.3	4.7	22.09	610818326	ISC-EHB  	2/10/2005	15:46.2	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.3	HRVD     	MW    	5.2
-70.777	-16.631	33	4.4	19.36	610818514	ISC-EHB  	12/10/2005	43:11.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-76.707	-12.3	77	4.4	19.36	610818538	ISC-EHB  	14/10/2005	01:59.7	      	L2     	ISC      	mb    						
-74.894	-15.5	46.7	4.7	22.09	610818566	ISC-EHB  	17/10/2005	06:53.7	      	L2     	ISC      	mb    	ISC      	MS    	4			
-69.545	-17.814	117.4	5.6	31.36	610818578	ISC-EHB  	17/10/2005	23:01.1	      	L1     	ISC      	mb    	HRVD     	MW    	5.7			
-72.583	-14.185	84.3	4.7	22.09	610818582	ISC-EHB  	18/10/2005	42:16.2	      	L1     	ISC      	mb    	HRVD     	MW    	5			
-70.287	-13.464	25	4.6	21.16	610818611	ISC-EHB  	20/10/2005	30:19.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4			
-79.903	-8.581	31.4	5.2	27.04	610818696	ISC-EHB  	29/10/2005	38:58.0	      	L1     	ISC      	mb    	ISC      	MS    	4.8	HRVD     	MW    	5.5
-78.778	-5.918	36.1	5.4	29.16	610818710	ISC-EHB  	31/10/2005	10:27.8	      	L1     	ISC      	mb    	ISC      	MS    	4.9	HRVD     	MW    	5.3
-80.595	-2.14	35	4.5	20.25	610818763	ISC-EHB  	5/11/2005	10:59.0	TRUE  	L3     	ISC      	mb    	HRVD     	MW    	5.1			
-76.993	-1.076	247.8	5.4	29.16	610818806	ISC-EHB  	9/11/2005	33:12.6	      	L1     	ISC      	mb    	HRVD     	MW    	5.9			
-75.62	-15.438	12.5	4.4	19.36	610818826	ISC-EHB  	11/11/2005	19:11.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.6	HRVD     	MW    	5.2
-77.045	-3.761	90.1	4.8	23.04	610818831	ISC-EHB  	11/11/2005	10:31.8	      	L1     	ISC      	mb    	HRVD     	MW    	4.8			
-71.349	-16.518	96.4	4.4	19.36	610818863	ISC-EHB  	13/11/2005	49:07.0	      	L1     	ISC      	mb    						
-69.359	-18.69	98.1	5	25	610818865	ISC-EHB  	13/11/2005	18:33.4	      	L1     	ISC      	mb    	HRVD     	MW    	4.9			
-76.638	-5.237	16.3	4.7	22.09	610818872	ISC-EHB  	14/11/2005	16:26.7	TRUE  	L3     	ISC      	mb    						
-78.721	-9.497	60.1	5.1	26.01	610818885	ISC-EHB  	16/11/2005	21:31.7	      	L1     	ISC      	mb    	HRVD     	MW    	5			
-73.319	-14.028	84.2	4.7	22.09	610818933	ISC-EHB  	20/11/2005	32:35.3	      	L1     	ISC      	mb    						
